id,split,V,A,D,teks
20020731-nyt_15840_16082,train,2.5,3.0,2.62,"Floyd tidak menghasilkan jenis pelanggaran yang diharapkan Expo darinya, jadi Omar Minaya, manajer umum rookie agresif Expos, berbalik dan mengirimnya ke Red Sox dengan imbalan dua pitcher Korea Selatan dan seorang pemain yang belum disebutkan namanya."
20020731-nyt_16083_16149,train,3.3,3.3,3.2,Tim membuat kesepakatan kurang dari 24 jam sebelum jam 4 sore hari Selasa.
20020731-nyt_16150_16218,train,3.0,2.9,3.0,Batas waktu untuk melakukan perdagangan tanpa terlebih dahulu mendapatkan keringanan pada pemain.
20020731-nyt_16219_16361,train,3.0,3.0,3.0,"Minaya memperoleh Floyd dari Florida Marlins pada 11 Juli, hanya dua minggu setelah dia mengejutkan bisbol dengan mengakuisisi Bartolo Colon dari Cleveland."
20020731-nyt_16362_16535,dev,3.1,2.8,3.0,"Colon telah memenangkan empat dari lima keputusan untuk Expos, tetapi Floyd hanya memukul 0,208 untuk mereka saat memukul tiga home run, termasuk satu Selasa malam, dan mengemudi dalam empat run."
20020731-nyt_16536_16609,test,3.0,3.0,3.0,"Dengan Marlins Floyd memukul 0,287, memukul 18 home run dan melaju dalam 57 run."
20020731-nyt_16610_16825,train,3.0,2.63,3.12,"Expos, yang memiliki rekor 46-41 ketika mereka membuat kesepakatan Floyd pertama mereka, hanya memiliki rekor 7-12 dengannya di tim, turun dari 9 1/2 pertandingan di belakang Atlanta di Liga Nasional Timur menjadi sebanyak 16 pertandingan kembali."
20020731-nyt_1663_1894,train,2.9,3.1,3.2,"Ini adalah pertama kalinya Komite Etika Senat memilih untuk mengambil tindakan terhadap seorang senator sejak 1995, ketika merekomendasikan agar Bob Packwood, seorang Republikan Oregon, dikeluarkan atas dasar pelanggaran seksual dan resmi."
20020731-nyt_16826_17063,train,3.0,3.0,3.0,"Floyd bisa menjadi agen bebas setelah musim ini, dan Minaya memutuskan akan lebih bijaksana untuk menukarnya dan mendapatkan nilai sebagai imbalan daripada harus puas dengan satu atau dua pilihan draft sebagai kompensasi ketika dia menandatangani kontrak dengan tim lain sebagai agen bebas."
20020731-nyt_17064_17114,train,3.1,2.7,3.2,Expo mengakuisisi Sun Woo-kim dan Seung Jun-song.
20020731-nyt_17115_17161,train,3.0,2.75,3.0,"Kim, 24, adalah pitcher tangan kanan dari Seoul."
20020731-nyt_17162_17193,train,3.09,2.54,2.91,Red Sox mengontraknya pada tahun 1997.
20020731-nyt_17194_17240,train,3.0,2.88,3.12,Song adalah tangan kanan berusia 22 tahun dari Pusan.
20020731-nyt_17241_17272,train,3.0,2.75,3.0,Red Sox mengontraknya pada tahun 1999.
20020731-nyt_17273_17317,dev,3.0,2.9,2.9,Red Sox ingin meningkatkan serangan mereka.
20020731-nyt_17318_17445,train,2.7,3.0,3.1,Mereka memimpin Yankees untuk sebagian besar dari tiga bulan pertama musim ini tetapi kemudian menyelinap di belakang mereka di Liga Amerika Timur.
20020731-nyt_17446_17558,train,2.8,3.1,2.9,"Sebelumnya pada hari Selasa, salah satu anggota organisasi Red Sox tidak yakin mereka akan bisa mendapatkan Floyd."
20020731-nyt_17559_17614,train,3.0,2.9,2.9,"""Aku tidak tahu bahwa dia serius untuk memindahkannya,"""
20020731-nyt_17559_17641,train,3.0,2.75,3.0,"""Aku tidak tahu bahwa dia serius untuk memindahkannya,"" kata orang itu tentang Minaya."
20020731-nyt_17642_17769,train,3.5,3.1,3.4,"Tetapi seiring berlalunya waktu, Red Sox berusaha lebih keras dan pada Selasa malam bisa mendapatkan pemain yang mereka inginkan untuk lineup mereka."
20020731-nyt_17832_17989,train,2.5,3.2,2.9,"Dengan rentetan pembunuhan terkait kokain pada 1980-an, muncul kesadaran bahwa kaum muda terlalu sering menjadi pemain penuh dalam kekerasan."
20020731-nyt_17990_18215,train,3.22,3.11,3.33,"Itu lebih jelas di sini daripada di kota lain, kata George Starke, yang setelah karirnya sebagai tekel ofensif dengan Washington Redskins dari 1973 hingga 1984 terjebak di sekitar dan memutuskan untuk membuat tempat ini lebih dari rumahnya."
20020731-nyt_18216_18312,train,2.3,3.1,2.8,"""Ada kematian di D.C. sepanjang tahun 80-an dan 90-an, dan ada kematian di mana-mana,"" katanya."
20020731-nyt_18216_18387,test,2.3,3.5,2.8,"""Ada kematian di D.C. sepanjang tahun 80-an dan 90-an, dan ada kematian di mana-mana,"" kata Starke, yang dibesarkan di New Rochelle, NY, dan bermain di Columbia."
20020731-nyt_18388_18443,train,2.9,3.1,2.8,"""Itu tidak seperti kejahatan terorganisir New York atau Boston."
20020731-nyt_18388_18744,test,2.14,3.57,3.14,"""Itu tidak seperti kejahatan terorganisir New York atau Boston. Itu adalah anak-anak yang menembak anak-anak. Itu adalah seorang anak berusia 14 tahun dari R Street yang mengumpulkan enam krunya dan menjalankan blok narkoba mereka, membunuh anak berusia 14 tahun lainnya dan krunya dari satu blok jauhnya. Dan sejak awal saya bisa melihat bahwa itu semua tentang pekerjaan. Saya dapat melihat bahwa Anda membutuhkan sektor swasta yang terlibat."""
20020731-nyt_18444_18470,train,2.44,3.22,3.0,Itu adalah anak-anak yang menembak anak-anak.
20020731-nyt_18624_18686,train,3.1,2.9,3.1,Dan sejak awal saya bisa melihat bahwa itu semua tentang pekerjaan.
20020731-nyt_18687_18744,train,3.0,3.1,3.1,"Saya dapat melihat bahwa Anda membutuhkan sektor swasta yang terlibat."""
20020731-nyt_18745_18818,train,2.62,2.88,3.0,Starke dapat melihat bahwa dalam banyak kasus ini adalah kasus kehilangan martabat.
20020731-nyt_18819_18960,train,2.7,3.0,2.8,"""Saya memiliki seorang pemuda yang mendatangi saya tiga tahun lalu dan berkata, 'Mr. Starke, saya lelah tidur di malam hari dengan pistol Tech-9 di bawah bantal saya.'"
20020731-nyt_18819_18961,train,2.4,3.5,2.8,"""Saya memiliki seorang pemuda yang mendatangi saya tiga tahun lalu dan berkata, 'Mr. Starke, saya lelah tidur di malam hari dengan pistol Tech-9 di bawah bantal saya.'"""
20020731-nyt_1895_1919,train,2.8,2.8,2.9,Packwood kemudian mengundurkan diri.
20020731-nyt_18962_19044,train,2.44,3.0,3.11,Dan Starke lelah melihat Washington dan orang-orang mudanya menderita mata hitam.
20020731-nyt_19045_19248,train,3.1,2.9,3.0,"Jadi, setelah enam tahun perencanaan, ia membuka Program Otomotif Excel Institute, sekolah dua tahun yang memberi orang kesempatan untuk hidup baru sebagai teknisi mobil atau dalam pekerjaan lain yang terkait dengan bidang tersebut."
20020731-nyt_19249_19366,test,3.5,3.25,3.25,"Sekolah, sekarang di tahun ketiga, telah begitu sukses sehingga baru-baru ini menerima hibah $ 2 juta dari Kongres."
20020731-nyt_19367_19476,train,3.6,3.3,3.3,"Program ini sedang disalin oleh kota-kota lain dan telah menarik siswa dari semua lapisan masyarakat, usia 16 hingga 68 tahun."
20020731-nyt_19477_19552,test,3.18,2.73,3.09,Program ini dikoordinasikan dengan University of the District of Columbia.
20020731-nyt_19553_19640,train,3.0,2.9,3.2,Siswa belajar seluk-beluk otomotif dan bisa mendapatkan ijazah kesetaraan sekolah menengah.
20020731-nyt_19722_19772,train,3.63,3.0,3.12,"Starke, 54, bermain di dua Super Bowl dan memenangkan satu."
20020731-nyt_19773_19827,train,3.0,2.9,3.0,"Dia bermain untuk George Allen, Jack Pardee dan Joe Gibbs."
20020731-nyt_19828_19975,train,2.86,2.86,3.29,"Pada tahun 1973, ia cukup muda untuk menjadi bagian dari Redskins 'Over the Hill Gang, dan pada tahun 1981 ia cukup tua untuk menjadi salah satu Hog asli tim."
20020731-nyt_19976_20030,train,3.14,3.14,3.0,Dia baru-baru ini dinobatkan sebagai salah satu dari 70 Redskins terbesar.
20020731-nyt_20031_20316,train,3.22,3.11,3.11,"Dia memperoleh gelar fisika dari Columbia, menjadi Redskin, belajar drama, bekerja di penyiaran olahraga, membuka restoran Washington dan membangun rumahnya sendiri di sini ketika dia berpikir dia mungkin menjadi pengembang, ""supaya saya bisa tahu bagaimana bisnis bekerja dari bawah ke atas,"" katanya."
20020731-nyt_20241_20307,train,3.0,2.91,3.09,"""supaya saya bisa tahu bagaimana bisnis bekerja dari bawah ke atas,"""
20020731-nyt_20354_20453,train,3.12,3.12,3.12,"Pada tahun 1992 ia menjualnya untuk mulai bekerja di Excel Institute, menyiapkan $ 300.000 untuk memulai sesuatu."
20020731-nyt_20454_20670,train,2.56,3.11,3.0,"""Saya melihat banyak anak-anak dan pemuda di luar sana tanpa ayah dan tidak ada struktur yang tidak bisa membaca dan beberapa dari mereka mulai menyadari bahwa tidak ada yang menjadi tua sebagai pedagang crack – Anda mati atau masuk penjara,"" katanya."
20020731-nyt_20454_20679,train,2.5,2.9,2.9,"""Saya melihat banyak anak-anak dan pemuda di luar sana tanpa ayah dan tidak ada struktur yang tidak bisa membaca dan beberapa dari mereka mulai menyadari bahwa tidak ada yang menjadi tua sebagai pedagang crack – Anda mati atau masuk penjara,"" katanya."
20020731-nyt_20680_20813,train,2.9,2.9,2.8,"""Pengalaman saya di industri otomotif adalah ada kekurangan teknisi mobil yang mengerikan tidak hanya di Amerika tetapi juga internasional."""
20020731-nyt_20814_20879,test,3.3,3.4,3.2,"Jadi, Starke mencocokkan masalah dengan masalah dan menemukan solusi."
20020731-nyt_20880_20922,train,3.17,2.67,3.17,Lembaga ini memiliki staf penuh waktu 18.
20020731-nyt_20923_20952,dev,2.89,2.89,3.33,Dua belas dari mereka adalah guru.
20020731-nyt_20953_21006,train,3.1,2.9,3.0,Tujuh puluh siswa berpartisipasi dalam kelas musim panas.
20020731-nyt_21120_21184,test,3.0,2.9,3.1,"Angela Nafis, 47, dari Ekuador, telah berada di sekolah selama setahun."
20020731-nyt_21185_21257,train,3.2,3.0,3.0,"Dia belajar berbicara bahasa Inggris, mendapat SIM dan mendapatkan GED-nya."
20020731-nyt_2122_2155,train,3.2,3.0,3.2,"""Dokumen itu berbicara sendiri,"""
20020731-nyt_21258_21341,train,2.9,2.9,3.0,"Charles Easterling, 24, mengatakan dia telah terdaftar selama sebulan tetapi tinggal ""di mana pun."""
20020731-nyt_21330_21341,train,2.9,2.9,3.3,"""dimanapun."""
20020731-nyt_21342_21399,train,2.2,3.4,2.8,"""Saya tunawisma sekarang mencoba mencari tempat untuk meletakkan kepala saya,"""
20020731-nyt_21409_21468,train,3.1,2.9,2.8,Starke mengatakan sekolah itu membantu Easterling menemukan perumahan.
20020731-nyt_21469_21531,train,3.1,3.3,3.2,Easterling mengatakan dia akan melakukan apa pun untuk menjadi stabil.
20020731-nyt_21606_21692,train,3.3,3.2,3.0,Tidak buruk untuk seorang pria yang dikeluarkan dari sekolah menengah pada tahun 1997 karena mengancam seorang guru.
20020731-nyt_21693_21783,train,3.78,3.11,3.44,"""Saya banyak berjalan, mendapat wawancara dan mendapat pekerjaan dan kesempatan seumur hidup,"""
20020731-nyt_21693_21798,test,3.33,3.0,3.22,"""Saya banyak berjalan, mendapat wawancara dan mendapat pekerjaan dan kesempatan seumur hidup,"" kata Orellana."
20020731-nyt_21799_21891,train,3.3,3.0,3.4,"""Ini menunjukkan jika Anda memiliki kemauan dan dedikasi di sini, Anda dapat belajar banyak dan menjadi sesuatu."
20020731-nyt_21799_21949,train,3.7,3.3,3.4,"""Ini menunjukkan jika Anda memiliki kemauan dan dedikasi di sini, Anda dapat belajar banyak dan menjadi sesuatu. Itu mengajari saya kedewasaan. Sekolah ini seperti keluarga besar."""
20020731-nyt_21892_21914,train,3.0,2.89,3.22,Itu mengajari saya kedewasaan.
20020731-nyt_21915_21949,train,3.0,2.9,3.0,"Sekolah ini seperti keluarga besar."""
20020731-nyt_21950_22050,train,3.0,2.62,3.0,"Edward Jewell, 56, pensiun dari pekerjaannya sebagai asisten hak cipta di Perpustakaan Kongres pada tahun 1993."
20020731-nyt_22051_22113,train,3.38,3.25,3.12,"""Aku sudah mengepakkan sayapku sejak sampai aku menemukan sekolah ini,"""
20020731-nyt_22051_22122,dev,3.1,3.2,3.1,"""Saya telah mengepakkan sayap saya sejak sampai saya menemukan sekolah ini,"" katanya."
20020731-nyt_22123_22145,train,3.0,2.88,3.13,"""Saya membutuhkan keterampilan baru."
20020731-nyt_22146_22182,train,3.4,2.9,2.9,"Ini sangat berharga, memperkaya."
20020731-nyt_22183_22220,train,3.1,3.1,3.2,Saya bangun dan turun ke sini jam 6 pagi.
20020731-nyt_22221_22257,train,3.83,3.67,3.33,Setiap hari penuh sukacita dan berenergi.
20020731-nyt_22258_22383,train,3.89,3.33,3.22,"Saya berterima kasih kepada George Starke karena memiliki visi untuk mengatur sesuatu seperti ini, tidak hanya untuk saya tetapi untuk semua siswa."
20020731-nyt_2232_2454,train,2.8,3.2,3.3,"Dalam beberapa menit setelah komite merilis suratnya secara terbuka, Torricelli naik ke lantai Senat Selasa malam untuk meminta maaf kepada orang-orang New Jersey karena mengizinkan kursinya di ruangan ""ditempatkan di posisi ini."""
20020731-nyt_22384_22485,dev,3.5,3.4,3.3,George melakukan apa yang seharusnya dia lakukan karena Tuhan memberkati dia dan dia pasti memberkati saya.
20020731-nyt_22486_22582,train,3.2,3.0,2.9,"Dan ketika saya menjadi teknisi, saya akan membantu orang miskin dan membutuhkan dengan memberi mereka harga terjangkau."""
20020731-nyt_22583_22669,train,3.0,2.9,3.1,Starke mengatakan sekolah akan pindah ke sebuah gedung di dekat depot bus kota pada musim gugur.
20020731-nyt_22670_22752,test,3.0,2.9,3.0,Kota ini telah berbicara dengan Starke tentang menggunakan murid-muridnya untuk beberapa perbaikan kendaraan.
20020731-nyt_22753_22821,train,3.25,3.0,3.5,Dia bangga dengan Cobra 427 merah yang duduk di bengkel sekolah.
20020731-nyt_22822_22936,train,3.0,2.86,2.86,Itu dibangun kembali dari shell hingga selesai oleh kelas pertamanya dan dimasukkan dalam perayaan milenium distrik.
20020731-nyt_22937_22981,train,3.0,3.0,3.0,Kelasnya saat ini sedang membangun kembali yang hitam.
20020731-nyt_22982_23024,train,3.0,3.1,3.2,Yang ini akan dilelang untuk sekolah.
20020731-nyt_23025_23054,train,2.7,3.2,2.6,"""Saya hanya ingin menjadi bagian,"""
20020731-nyt_23025_23146,train,2.4,3.2,2.8,"""Saya hanya ingin menjadi bagian,"" kata Starke, yang yakin dia adalah satu-satunya Redskin, dulu atau sekarang, yang tinggal di kota."
20020731-nyt_23147_23178,dev,3.1,3.0,3.0,Dia telah tinggal di sini selama 20 tahun.
20020731-nyt_23179_23261,train,2.8,2.8,3.3,"""Banyak anak-anak takut dengan 'prosesnya' dan saya ingin mengeluarkan 'prosesnya'."
20020731-nyt_23179_23569,train,3.4,3.2,3.4,"""Banyak anak-anak takut dengan 'prosesnya' dan saya ingin mengeluarkan 'prosesnya'. Untuk sekolah ini, begitu mereka masuk, yang harus mereka lakukan adalah datang setiap hari, datang tepat waktu setiap hari dan bekerja keras. Sedikit lebih dari 50 persen anak-anak kita berhasil melewatinya. Saya ingin itu lebih, tetapi tugas saya bukan untuk melihat bahwa semua orang berhasil; Tugas saya adalah melihat bahwa setiap orang memiliki kesempatan untuk membuatnya."""
20020731-nyt_23208_23221,train,3.1,2.6,3.1,'Prosesnya'
20020731-nyt_23243_23256,train,2.9,3.0,2.9,'Prosesnya'
20020731-nyt_23262_23373,train,3.12,3.25,3.25,"Untuk sekolah ini, begitu mereka masuk, yang harus mereka lakukan adalah datang setiap hari, datang tepat waktu setiap hari dan bekerja keras."
20020731-nyt_23374_23432,train,2.89,2.56,3.11,Sedikit lebih dari 50 persen anak-anak kita berhasil melewatinya.
20020731-nyt_23433_23569,train,3.0,3.0,3.44,"Saya ingin itu lebih, tetapi tugas saya bukan untuk melihat bahwa semua orang berhasil; Tugas saya adalah melihat bahwa setiap orang memiliki kesempatan untuk membuatnya."""
20020731-nyt_23634_23885,test,3.3,3.4,3.2,"Elang ganda 1933, sepotong emas $ 20 dengan sejarah misterius yang melibatkan seorang presiden, seorang raja dan operasi sengatan Secret Service, dilelang Selasa malam dengan harga rekor untuk koin, $ 7,59 juta, hampir dua kali lipat rekor sebelumnya."
20020731-nyt_23886_24069,train,3.4,3.3,3.2,"Pembeli anonim, yang diyakini sebagai kolektor individu yang tinggal di Amerika Serikat, membuat tawaran yang menang dalam lelang sembilan menit yang diperebutkan dengan sengit di Sotheby's di Manhattan."
20020731-nyt_24070_24262,train,3.0,3.1,3.2,"Delapan penawar bergabung dengan 500 kolektor koin dan dealer di audiens rumah lelang yang tampaknya tidak memiliki penawar selebriti, sementara 534 pengamat tambahan mengikuti penawaran di eBay."
20020731-nyt_2422_2454,train,3.11,2.89,2.67,"""Untuk ditempatkan di posisi ini."""
20020731-nyt_24263_24498,train,3.0,2.78,3.11,"Ketika rumah lelang bersiap untuk musim gugur mereka dalam ekonomi yang tidak pasti, harga jual ""menunjukkan bahwa pasar untuk barang-barang penting sangat kuat,"" kata David Redden, wakil ketua di Sotheby's, yang merupakan juru lelang."
20020731-nyt_24352_24425,dev,3.3,2.9,3.1,"""menunjukkan bahwa pasar untuk barang-barang penting sangat kuat,"""
20020731-nyt_24499_24546,train,3.43,3.43,3.29,"""Ini adalah rekor baru yang menakjubkan untuk sebuah koin,"""
20020731-nyt_24499_24555,train,3.4,3.4,3.0,"""Ini adalah rekor baru yang menakjubkan untuk sebuah koin,"" katanya."
20020731-nyt_24556_24835,train,3.0,3.25,3.12,"Dalam langkah yang belum pernah terjadi sebelumnya, hasil lelang dibagi oleh US Mint dan dealer koin London, Stephen Fenton, yang telah memenangkan hak itu di pengadilan setelah ditangkap oleh agen Secret Service karena mencoba menjual koin di Waldorf-Astoria Hotel di Manhattan pada tahun 1996."
20020731-nyt_2455_2748,train,3.0,2.88,3.0,"Selama hampir tujuh jam kesaksian di bawah sumpah minggu lalu di hadapan anggota dan staf panel etika, Torricelli mengatakan bahwa dia tidak mengambil hadiah apa pun dari Chang, dan bahwa barang apa yang dia terima dari pengusaha yang kemudian dia bayar untuk Chang, satu orang yang akrab dengan akunnya mengatakan."
20020731-nyt_24836_25023,train,3.3,2.9,3.6,"Henrietta Holsman Fore, direktur US Mint, yang menyaksikan penjualan itu, mengatakan, ""Uang yang kami terima akan digunakan untuk membantu membayar utang dan untuk memerangi terorisme."""
20020731-nyt_24921_25023,train,3.0,2.9,2.9,"""Uang yang kami terima akan digunakan untuk membantu membayar utang dan berperang melawan terorisme."""
20020731-nyt_25024_25132,train,3.1,2.9,3.2,"Fenton berkomentar bahwa elang ganda telah berada di ""perjalanan bersejarah yang panjang, dengan akhir yang sangat memuaskan."""
20020731-nyt_25075_25132,train,3.8,3.3,3.0,"""Perjalanan bersejarah yang panjang, dengan akhir yang sangat memuaskan."""
20020731-nyt_25143_25174,train,4.56,4.0,3.78,"""Saya senang dengan harganya."""
20020731-nyt_25175_25282,train,3.1,3.1,3.2,"Pemegang rekor numismatik sebelumnya adalah dolar perak AS tahun 1804, yang dijual seharga $ 4,14 juta pada tahun 1999."
20020731-nyt_25283_25405,test,3.2,2.9,3.2,"Mitra Sotheby dalam lelang satu lot adalah Stack's Rare Coins, yang berbagi komisi 15 persen biasa."
20020731-nyt_25406_25498,train,3.2,3.3,3.2,"""Saya belum pernah melihat minat sebanyak itu dalam penjualan koin apa pun dalam 30 tahun saya dalam bisnis ini,"""
20020731-nyt_25406_25555,train,3.14,3.0,3.0,"""Saya belum pernah melihat minat sebanyak itu dalam penjualan koin apa pun dalam 30 tahun saya dalam bisnis ini,"" kata Lawrence R. Stack, direktur pelaksana perusahaan."
20020731-nyt_25556_25589,dev,3.0,3.12,3.5,"""Ini adalah koin Mona Lisa,"""
20020731-nyt_25556_25718,train,3.11,3.11,3.22,"""Ini adalah Mona Lisa koin,"" kata Beth Deisher, editor Coin World, publikasi koin mingguan terbesar di Amerika Serikat, dengan sirkulasi 85.000."
20020731-nyt_25719_25733,train,3.3,3.1,3.1,"""Ini unik."
